day,site,new_customer,platform,visits,distinct_sessions,orders,gross_sales,bounces,add_to_cart,product_page_views,search_page_views,conversion_rate,bounce_rate,add_to_cart_rate
1/24/2013 0:00,Tabular,1,iPad,12,12,12,1585,0,12,0,0,1,0,1
1/24/2013 0:00,Pinnacle,0,iPad,33,27,2,941,11,6,51,111,0.060606061,0.333333333,0.181818182
1/24/2013 0:00,Acme,,Android,4388,3817,0,,1610,91,4579,11232,0,0.366909754,0.020738377
1/24/2013 0:00,Sortly,1,Other,25,20,12,1210,3,16,62,81,0.48,0.12,0.64
1/24/2013 0:00,Sortly,,Linux,0,0,0,,0,0,0,0, , , 
1/24/2013 0:00,Acme,0,Linux,45,29,6,908,7,13,184,343,0.133333333,0.155555556,0.288888889
1/24/2013 0:00,Acme,0,SymbianOS,0,0,0,,0,0,0,0, , , 
1/25/2013 0:00,Acme,1,iPhone,18,17,12,1341,1,13,56,57,0.666666667,0.055555556,0.722222222
1/25/2013 0:00,Pinnacle,1,Macintosh,5,2,3,963,1,3,13,23,0.6,0.2,0.6
1/25/2013 0:00,Pinnacle,1,Other,0,0,0,,0,0,0,0, , , 
1/25/2013 0:00,Acme,1,BlackBerry,0,0,0,3,0,0,0,0, , , 
1/25/2013 0:00,Pinnacle,0,Windows,68,57,6,2020,22,14,193,350,0.088235294,0.323529412,0.205882353
1/25/2013 0:00,Acme,,iPad,13188,10426,0,,4634,617,23239,44817,0,0.351380042,0.046784956
1/25/2013 0:00,Sortly,,Other,3015,2529,0,,1769,110,4207,6386,0,0.586733002,0.036484245
1/25/2013 0:00,Sortly,0,Macintosh,1,0,0,9,0,1,0,0,0,0,1
1/25/2013 0:00,Widgetry,0,iPhone,100,96,100,13204,0,100,1193,996,1,0,1
1/25/2013 0:00,Pinnacle,,Macintosh,928,809,0,,647,13,1062,1106,0,0.697198276,0.014008621
1/25/2013 0:00,Acme,1,Macintosh,297,169,169,22059,48,197,1273,2277,0.569023569,0.161616162,0.663299663
1/25/2013 0:00,Acme,0,Windows,9509,6419,1546,221981,1546,2776,32424,66014,0.162582816,0.162582816,0.291933957
1/25/2013 0:00,Sortly,1,Windows,0,0,0,,0,0,0,0, , , 
1/25/2013 0:00,Acme,0,BlackBerry,8,6,1,120,2,2,5,10,0.125,0.25,0.25
1/25/2013 0:00,Sortly,,Android,389,301,0,,181,18,654,1132,0,0.46529563,0.046272494
1/25/2013 0:00,Acme,1,Linux,3,1,2,186,1,2,11,15,0.666666667,0.333333333,0.666666667
1/25/2013 0:00,Acme,,Macintosh,22073,16029,0,,10520,992,38763,88395,0,0.476600371,0.044941784
1/25/2013 0:00,Pinnacle,1,Windows,10,5,4,875,2,5,31,56,0.4,0.2,0.5
1/25/2013 0:00,Sortly,,Windows,1,0,0,,1,0,0,1,0,1,0
1/25/2013 0:00,Sortly,,Linux,0,0,0,,0,0,0,0, , , 
1/25/2013 0:00,Acme,0,iPad,1799,1266,293,44954,338,568,6549,10483,0.16286826,0.187882157,0.315730962
1/25/2013 0:00,Botly,1,Android,9,8,9,1010,0,9,7,4,1,0,1
1/25/2013 0:00,Acme,,Other,3356,2705,0,,2666,14,3066,6243,0,0.794398093,0.004171633
1/25/2013 0:00,Tabular,1,iPad,11,10,11,1762,0,11,0,0,1,0,1
1/25/2013 0:00,Acme,0,Other,43,31,5,785,8,12,171,355,0.11627907,0.186046512,0.279069767
1/25/2013 0:00,Pinnacle,0,Macintosh,70,62,5,2038,33,12,129,236,0.071428571,0.471428571,0.171428571
1/25/2013 0:00,Acme,1,Android,17,13,11,1209,1,14,71,125,0.647058824,0.058823529,0.823529412
1/25/2013 0:00,Pinnacle,1,iPhone,2,1,1,226,0,1,7,7,0.5,0,0.5
1/25/2013 0:00,Acme,,Android,4204,3646,0,,1525,93,4560,11154,0,0.362749762,0.022121789
1/25/2013 0:00,Sortly,1,Other,27,22,14,1724,4,17,66,80,0.518518519,0.148148148,0.62962963
1/25/2013 0:00,Acme,0,Android,217,160,20,2467,44,47,561,1151,0.092165899,0.202764977,0.216589862
1/25/2013 0:00,Sortly,0,iPhone,288,232,28,3335,89,68,380,420,0.097222222,0.309027778,0.236111111
1/25/2013 0:00,Acme,,BlackBerry,111,92,0,,55,2,113,192,0,0.495495495,0.018018018
1/25/2013 0:00,Acme,0,Linux,36,25,5,726,6,11,133,243,0.138888889,0.166666667,0.305555556
1/25/2013 0:00,Pinnacle,0,Android,3,1,0,,1,1,2,4,0,0.333333333,0.333333333
1/25/2013 0:00,Sortly,0,Windows,1,1,0,36,0,0,2,2,0,0,0
1/25/2013 0:00,Acme,1,Other,6,3,3,225,1,4,26,48,0.5,0.166666667,0.666666667
1/25/2013 0:00,Pinnacle,,Windows,1292,1155,0,,785,18,1493,1922,0,0.607585139,0.013931889
1/25/2013 0:00,Sortly,0,iPad,1,0,0,,0,0,1,0,0,0,0
1/25/2013 0:00,Acme,,,38,37,0,,38,0,15,11,0,1,0
1/25/2013 0:00,Sortly,0,BlackBerry,0,0,0,,0,0,0,0, , , 
1/25/2013 0:00,Acme,0,iPhone,435,347,39,5088,92,92,715,1015,0.089655172,0.211494253,0.211494253
1/25/2013 0:00,Pinnacle,0,iPad,23,18,2,563,7,6,66,81,0.086956522,0.304347826,0.260869565
1/25/2013 0:00,Pinnacle,,Android,81,70,0,,51,1,81,102,0,0.62962963,0.012345679
1/25/2013 0:00,Sortly,0,Android,53,42,3,295,17,13,82,112,0.056603774,0.320754717,0.245283019
1/25/2013 0:00,Pinnacle,0,Other,1,0,0,,0,0,0,0,0,0,0
1/25/2013 0:00,Acme,1,Windows,927,526,533,60254,144,615,3354,6227,0.574973031,0.155339806,0.663430421
1/25/2013 0:00,Acme,,Windows,58716,46984,0,,24763,2262,102992,251637,0,0.421741944,0.038524423
1/25/2013 0:00,Pinnacle,,Linux,13,12,0,,10,0,11,12,0,0.769230769,0
1/25/2013 0:00,Pinnacle,,iPad,401,343,0,,213,10,504,674,0,0.53117207,0.024937656
1/25/2013 0:00,Pinnacle,,SymbianOS,0,0,0,,0,0,0,0, , , 
1/25/2013 0:00,Widgetry,1,iPhone,13,12,13,1422,0,13,161,175,1,0,1
1/25/2013 0:00,Pinnacle,0,BlackBerry,0,0,0,,0,0,0,0, , , 
1/25/2013 0:00,Sortly,,iPad,3,2,0,,2,0,4,2,0,0.666666667,0
1/25/2013 0:00,Botly,0,Android,18,17,18,2147,0,18,0,1,1,0,1
1/25/2013 0:00,Sortly,1,iPhone,31,23,11,1229,11,13,40,45,0.35483871,0.35483871,0.419354839
1/25/2013 0:00,Botly,,Android,896,728,0,,400,77,588,1723,0,0.446428571,0.0859375
1/25/2013 0:00,Widgetry,,iPhone,3521,2751,0,,47,310,21467,31875,0,0.013348481,0.08804317
1/25/2013 0:00,Pinnacle,1,Android,0,0,0,,0,0,0,0, , , 
1/25/2013 0:00,Pinnacle,,BlackBerry,4,2,0,,2,0,4,2,0,0.5,0
1/25/2013 0:00,Acme,,iPhone,5391,5076,0,,2125,120,4508,7520,0,0.394175478,0.022259321
1/25/2013 0:00,Acme,0,Macintosh,5961,3825,790,130935,1869,1369,18324,35568,0.132528099,0.313537997,0.229659453
1/25/2013 0:00,Tabular,,iPad,2184,1831,0,,279,279,2,3,0,0.127747253,0.127747253
1/25/2013 0:00,Pinnacle,0,iPhone,13,10,1,389,4,2,16,15,0.076923077,0.307692308,0.153846154
1/25/2013 0:00,Sortly,1,iPad,0,0,0,46,0,0,0,0, , , 
1/25/2013 0:00,Sortly,0,Other,137,112,24,2936,38,54,337,422,0.175182482,0.277372263,0.394160584
1/25/2013 0:00,Pinnacle,,iPhone,323,286,0,,209,6,338,297,0,0.647058824,0.018575851
1/25/2013 0:00,Pinnacle,1,iPad,2,1,1,265,0,1,3,4,0.5,0,0.5
1/25/2013 0:00,Acme,1,iPad,153,84,82,10445,24,100,632,850,0.535947712,0.156862745,0.653594771
1/25/2013 0:00,Sortly,,Macintosh,1,0,0,,1,0,0,0,0,1,0
1/25/2013 0:00,Tabular,0,iPad,102,98,102,16997,0,102,0,0,1,0,1
1/25/2013 0:00,Acme,,Linux,1118,1034,0,,843,8,1494,1626,0,0.754025045,0.007155635
1/25/2013 0:00,Pinnacle,,Other,108,71,0,,85,0,41,261,0,0.787037037,0
1/25/2013 0:00,Pinnacle,1,BlackBerry,0,0,0,13,0,0,0,0, , , 
1/25/2013 0:00,Sortly,1,Android,9,6,2,110,3,4,8,5,0.222222222,0.333333333,0.444444444
1/25/2013 0:00,Acme,,SymbianOS,5,4,0,,2,0,3,8,0,0.4,0
1/25/2013 0:00,Sortly,,iPhone,2293,1999,0,,991,102,3297,4810,0,0.432184911,0.04448321
1/26/2013 0:00,Tabular,,iPad,2988,2467,0,,359,387,10,5,0,0.120147256,0.129518072
1/26/2013 0:00,Acme,1,iPhone,19,17,13,1341,1,14,58,60,0.684210526,0.052631579,0.736842105
1/26/2013 0:00,Pinnacle,,SymbianOS,0,0,0,,0,0,0,0, , , 
1/26/2013 0:00,Sortly,0,Android,55,44,3,348,17,16,104,130,0.054545455,0.309090909,0.290909091
1/26/2013 0:00,Pinnacle,0,Windows,44,36,5,1497,13,10,157,278,0.113636364,0.295454545,0.227272727
1/26/2013 0:00,Acme,0,Macintosh,6200,4024,860,143477,1902,1497,21026,41868,0.138709677,0.306774194,0.241451613
1/26/2013 0:00,Pinnacle,0,iPad,26,22,3,764,8,6,54,77,0.115384615,0.307692308,0.230769231
1/26/2013 0:00,Sortly,0,Windows,1,0,0,115,0,0,2,3,0,0,0
1/26/2013 0:00,Pinnacle,1,Macintosh,5,2,2,488,1,2,16,17,0.4,0.2,0.4
1/26/2013 0:00,Acme,,Macintosh,24597,17719,0,,11339,1171,45552,105686,0,0.460991178,0.047607432
1/26/2013 0:00,Sortly,,Android,446,353,0,,202,22,764,1376,0,0.452914798,0.049327354
1/26/2013 0:00,Sortly,,Windows,1,1,0,,1,0,1,1,0,1,0
1/26/2013 0:00,Sortly,1,iPad,0,0,0,13,0,0,0,1, , , 
1/26/2013 0:00,Acme,,Windows,55951,44150,0,,23705,2168,99483,247537,0,0.423674286,0.03874819
1/26/2013 0:00,Pinnacle,0,BlackBerry,0,0,0,,0,0,0,0, , , 
1/26/2013 0:00,Acme,0,Linux,37,26,5,665,6,11,148,254,0.135135135,0.162162162,0.297297297
1/26/2013 0:00,Pinnacle,,Other,105,65,0,,82,0,41,262,0,0.780952381,0
1/26/2013 0:00,Pinnacle,1,iPad,2,1,1,387,0,1,5,5,0.5,0,0.5
1/26/2013 0:00,Pinnacle,0,iPhone,11,9,1,188,3,3,29,25,0.090909091,0.272727273,0.272727273
1/26/2013 0:00,Acme,0,SymbianOS,0,0,0,,0,0,0,0, , , 
1/26/2013 0:00,Sortly,0,Macintosh,1,0,0,,0,0,1,2,0,0,0
1/26/2013 0:00,Acme,1,iPad,212,122,120,14956,34,141,920,1312,0.566037736,0.160377358,0.66509434
1/26/2013 0:00,Acme,0,Android,260,192,26,3666,54,65,799,1683,0.1,0.207692308,0.25
1/26/2013 0:00,Acme,,BlackBerry,124,102,0,,61,2,116,211,0,0.491935484,0.016129032
1/26/2013 0:00,Pinnacle,0,Other,0,0,0,22,0,0,1,2, , , 
1/26/2013 0:00,Pinnacle,,Android,87,70,0,,50,2,91,149,0,0.574712644,0.022988506
1/26/2013 0:00,Tabular,1,iPad,18,17,18,2711,0,18,0,0,1,0,1
1/26/2013 0:00,Pinnacle,1,Android,0,0,0,,0,0,0,0, , , 
1/26/2013 0:00,Sortly,,Linux,0,0,0,,0,0,0,0, , , 
1/26/2013 0:00,Sortly,1,Macintosh,0,0,0,,0,0,0,0, , , 
1/26/2013 0:00,Sortly,1,Other,24,20,11,1121,3,15,56,77,0.458333333,0.125,0.625
1/26/2013 0:00,Sortly,1,Android,14,10,3,401,5,7,18,29,0.214285714,0.357142857,0.5
1/26/2013 0:00,Sortly,0,Other,151,124,27,3731,43,57,434,581,0.178807947,0.284768212,0.377483444
1/26/2013 0:00,Pinnacle,,iPhone,290,253,0,,166,7,288,304,0,0.572413793,0.024137931
1/26/2013 0:00,Widgetry,,iPhone,4059,3205,0,,50,373,27662,40183,0,0.012318305,0.091894555
1/26/2013 0:00,Pinnacle,1,Windows,6,3,2,603,1,3,13,24,0.333333333,0.166666667,0.5
1/26/2013 0:00,Sortly,0,iPhone,290,238,30,3913,86,74,414,498,0.103448276,0.296551724,0.255172414
1/26/2013 0:00,Sortly,0,iPad,1,0,0,10,0,0,1,1,0,0,0
1/26/2013 0:00,Acme,1,Android,24,18,16,1625,2,18,93,181,0.666666667,0.083333333,0.75
1/26/2013 0:00,Acme,,Linux,1567,1484,0,,1256,10,3004,2312,0,0.801531589,0.006381621
1/26/2013 0:00,Botly,1,Android,9,8,9,971,0,9,2,3,1,0,1
1/26/2013 0:00,Acme,,,6,6,0,,6,0,2,2,0,1,0
1/26/2013 0:00,Acme,1,Linux,4,2,3,256,1,3,20,47,0.75,0.25,0.75
1/26/2013 0:00,Sortly,,Macintosh,1,1,0,,1,0,0,1,0,1,0
1/26/2013 0:00,Widgetry,1,iPhone,17,16,17,1943,0,17,282,277,1,0,1
1/26/2013 0:00,Pinnacle,,Windows,871,734,0,,452,18,1044,1734,0,0.518943743,0.020665901
1/26/2013 0:00,Acme,0,iPad,2377,1650,406,66260,440,765,9299,15116,0.170803534,0.185107278,0.321834245
1/26/2013 0:00,Acme,1,BlackBerry,0,0,0,6,0,0,1,0, , , 
1/26/2013 0:00,Pinnacle,,Macintosh,736,614,0,,449,16,870,1211,0,0.610054348,0.02173913
1/26/2013 0:00,Pinnacle,0,Linux,0,0,0,,0,0,0,0, , , 
1/26/2013 0:00,Tabular,0,iPad,141,132,141,25525,0,141,0,0,1,0,1
1/26/2013 0:00,Acme,1,Other,8,5,4,452,1,5,40,54,0.5,0.125,0.625
1/26/2013 0:00,Sortly,,Other,3448,2929,0,,2010,120,4820,7463,0,0.582946636,0.034802784
1/26/2013 0:00,Acme,,iPad,17791,13852,0,,6066,843,31934,62428,0,0.340958912,0.047383509
1/26/2013 0:00,Acme,1,Macintosh,356,203,204,26605,59,235,1600,2947,0.573033708,0.165730337,0.66011236
1/26/2013 0:00,Sortly,1,iPhone,31,24,12,1208,11,15,34,39,0.387096774,0.35483871,0.483870968
1/26/2013 0:00,Acme,0,Windows,7691,5189,1326,192014,1293,2372,29958,61837,0.17240931,0.16811858,0.30841243
1/26/2013 0:00,Acme,,Other,4621,3887,0,,3807,20,2846,6049,0,0.823847652,0.004328068
1/26/2013 0:00,Acme,1,Windows,817,476,481,53619,126,555,3383,6527,0.58873929,0.154222766,0.679314565
1/26/2013 0:00,Pinnacle,0,Macintosh,57,46,5,2212,20,12,130,237,0.087719298,0.350877193,0.210526316
1/26/2013 0:00,Pinnacle,1,Other,0,0,0,,0,0,0,0, , , 
1/26/2013 0:00,Pinnacle,,iPad,447,378,0,,217,10,568,815,0,0.485458613,0.022371365
1/26/2013 0:00,Acme,,iPhone,6900,6511,0,,2682,151,5781,9756,0,0.388695652,0.021884058
1/26/2013 0:00,Acme,,SymbianOS,4,3,0,,2,0,3,5,0,0.5,0
1/26/2013 0:00,Acme,0,iPhone,492,391,46,6127,104,105,839,1121,0.093495935,0.211382114,0.213414634
1/26/2013 0:00,Widgetry,0,iPhone,113,107,113,15237,0,113,1717,1389,1,0,1
1/26/2013 0:00,Acme,0,BlackBerry,10,8,0,26,3,1,10,19,0,0.3,0.1
1/26/2013 0:00,Acme,,Android,5156,4498,0,,1845,119,5905,14571,0,0.357835531,0.023079907
1/26/2013 0:00,Sortly,,iPhone,2758,2378,0,,1173,120,4104,5929,0,0.425308194,0.04350979
1/26/2013 0:00,Botly,,Android,1017,827,0,,450,95,809,2042,0,0.442477876,0.093411996
1/26/2013 0:00,Acme,0,Other,56,38,7,784,10,15,247,502,0.125,0.178571429,0.267857143
1/26/2013 0:00,Pinnacle,1,iPhone,1,0,1,117,0,1,1,2,1,0,1
1/26/2013 0:00,Pinnacle,0,Android,1,1,0,43,0,0,3,13,0,0,0
1/26/2013 0:00,Botly,0,Android,20,19,20,2582,0,20,0,0,1,0,1
1/26/2013 0:00,Pinnacle,,BlackBerry,3,2,0,,1,0,5,3,0,0.333333333,0
1/26/2013 0:00,Pinnacle,,Linux,13,12,0,,10,0,10,8,0,0.769230769,0
1/26/2013 0:00,Sortly,,iPad,2,1,0,,2,0,3,2,0,1,0
1/27/2013 0:00,Widgetry,,iPhone,4257,3345,0,,51,406,31324,44985,0,0.011980268,0.095372328
1/27/2013 0:00,Sortly,0,Macintosh,1,0,0,20,0,0,0,0,0,0,0
1/27/2013 0:00,Pinnacle,,Android,92,77,0,,51,1,102,173,0,0.554347826,0.010869565
1/27/2013 0:00,Tabular,0,iPad,172,163,172,29128,0,172,1,0,1,0,1
1/27/2013 0:00,Sortly,0,Other,143,121,26,3488,35,57,459,582,0.181818182,0.244755245,0.398601399
1/27/2013 0:00,Sortly,0,BlackBerry,0,0,0,4,0,0,0,0, , , 
1/27/2013 0:00,Pinnacle,,iPhone,297,255,0,,164,5,307,331,0,0.552188552,0.016835017
1/27/2013 0:00,Pinnacle,1,iPhone,0,0,0,44,0,0,2,1, , , 
1/27/2013 0:00,Sortly,,Macintosh,1,1,0,,1,0,1,1,0,1,0
1/27/2013 0:00,Widgetry,1,iPhone,15,14,15,1850,0,15,195,188,1,0,1
1/27/2013 0:00,Pinnacle,0,Other,0,0,0,49,0,0,0,0, , , 
1/27/2013 0:00,Pinnacle,0,Macintosh,62,50,5,1564,19,13,153,324,0.080645161,0.306451613,0.209677419
1/27/2013 0:00,Acme,1,iPhone,21,19,15,1398,1,18,79,92,0.714285714,0.047619048,0.857142857
1/27/2013 0:00,Sortly,0,iPhone,289,238,30,3434,90,77,432,509,0.103806228,0.311418685,0.266435986
1/27/2013 0:00,Pinnacle,,Other,125,80,0,,96,0,36,242,0,0.768,0
1/27/2013 0:00,Sortly,0,Android,53,44,4,320,17,15,98,153,0.075471698,0.320754717,0.283018868
1/27/2013 0:00,Pinnacle,0,iPhone,9,7,1,305,3,2,20,23,0.111111111,0.333333333,0.222222222
1/27/2013 0:00,Sortly,,Other,3750,3185,0,,2169,126,5461,8375,0,0.5784,0.0336
1/27/2013 0:00,Sortly,1,Other,29,23,14,1300,6,18,70,72,0.482758621,0.206896552,0.620689655
1/27/2013 0:00,Acme,,Android,5394,4667,0,,1908,125,6443,15909,0,0.353726363,0.023173897
1/27/2013 0:00,Acme,,BlackBerry,119,102,0,,58,2,114,216,0,0.487394958,0.016806723
1/27/2013 0:00,Sortly,,Android,428,344,0,,197,17,738,1359,0,0.460280374,0.039719626
1/27/2013 0:00,Acme,1,Windows,958,555,561,64052,153,640,3937,7491,0.58559499,0.159707724,0.668058455
1/27/2013 0:00,Acme,0,Other,66,44,9,1382,12,18,191,420,0.136363636,0.181818182,0.272727273
1/27/2013 0:00,Acme,0,Android,227,173,23,2911,43,60,681,1458,0.101321586,0.189427313,0.264317181
1/27/2013 0:00,Sortly,1,Macintosh,0,0,0,,0,0,0,0, , , 
1/27/2013 0:00,Botly,,Android,1001,823,0,,434,99,732,1860,0,0.433566434,0.098901099
1/27/2013 0:00,Sortly,,Linux,0,0,0,,0,0,0,0, , , 
1/27/2013 0:00,Sortly,1,iPad,0,0,0,,0,0,0,1, , , 
1/27/2013 0:00,Acme,1,iPad,249,146,143,17868,37,167,1088,1541,0.574297189,0.148594378,0.670682731
1/27/2013 0:00,Pinnacle,,Linux,14,12,0,,11,0,10,11,0,0.785714286,0
1/27/2013 0:00,Tabular,1,iPad,23,22,23,3084,0,23,0,0,1,0,1
1/27/2013 0:00,Acme,,iPhone,7107,6743,0,,2613,162,6338,10516,0,0.367665682,0.022794428
1/27/2013 0:00,Pinnacle,0,Android,3,1,0,125,1,1,4,9,0,0.333333333,0.333333333
1/27/2013 0:00,Acme,,Windows,60202,47561,0,,25683,2277,105532,262375,0,0.426613734,0.037822664
1/27/2013 0:00,Pinnacle,,BlackBerry,6,4,0,,2,0,5,5,0,0.333333333,0
1/27/2013 0:00,Acme,0,BlackBerry,6,5,0,12,1,1,9,10,0,0.166666667,0.166666667
1/27/2013 0:00,Pinnacle,,Windows,909,768,0,,446,18,1062,1856,0,0.490649065,0.01980198
1/27/2013 0:00,Acme,,SymbianOS,4,2,0,,3,0,1,3,0,0.75,0
1/27/2013 0:00,Acme,1,BlackBerry,1,0,0,31,0,0,0,0,0,0,0
1/27/2013 0:00,Pinnacle,0,Windows,50,41,5,1522,10,11,122,248,0.1,0.2,0.22
1/27/2013 0:00,Acme,0,iPhone,421,353,41,5055,68,95,757,1178,0.097387173,0.16152019,0.225653207
1/27/2013 0:00,Acme,0,Windows,7994,5423,1505,223718,1320,2601,32119,67380,0.1882662,0.165123843,0.325369027
1/27/2013 0:00,Acme,1,Android,21,15,14,1412,2,16,99,185,0.666666667,0.095238095,0.761904762
1/27/2013 0:00,Acme,1,Linux,5,2,3,341,1,3,21,48,0.6,0.2,0.6
1/27/2013 0:00,Acme,,Macintosh,28517,20351,0,,13206,1324,51358,121127,0,0.463092191,0.046428446
1/27/2013 0:00,Acme,,Other,5907,5184,0,,5055,25,3897,7783,0,0.855764347,0.004232267
1/27/2013 0:00,Sortly,,Windows,0,0,0,,0,0,3,4, , , 
1/27/2013 0:00,Widgetry,0,iPhone,119,114,119,17418,0,119,1879,1614,1,0,1
1/27/2013 0:00,Acme,0,Linux,37,25,5,712,5,11,149,267,0.135135135,0.135135135,0.297297297
1/27/2013 0:00,Acme,1,Other,10,6,4,423,1,6,36,62,0.4,0.1,0.6
1/27/2013 0:00,Acme,1,Macintosh,433,248,248,31286,71,287,1944,3528,0.572748268,0.163972286,0.662817552
1/27/2013 0:00,Acme,0,Macintosh,6963,4482,1043,172372,2163,1761,24071,48838,0.149791756,0.310641965,0.252908229
1/27/2013 0:00,Sortly,1,Windows,0,0,0,4,0,0,0,0, , , 
1/27/2013 0:00,Sortly,0,Windows,1,0,0,,0,0,0,0,0,0,0
1/27/2013 0:00,Sortly,1,Android,8,6,2,189,3,5,9,14,0.25,0.375,0.625
1/27/2013 0:00,Acme,0,SymbianOS,0,0,0,,0,0,0,0, , , 
1/27/2013 0:00,Sortly,0,iPad,0,0,0,,0,0,0,0, , , 
1/27/2013 0:00,Sortly,,iPhone,2866,2476,0,,1215,126,4417,6360,0,0.423935799,0.043963712
1/27/2013 0:00,Acme,,Linux,1257,1158,0,,932,14,1587,2152,0,0.741447892,0.011137629
1/27/2013 0:00,Pinnacle,,Macintosh,766,603,0,,426,21,947,1432,0,0.55613577,0.027415144
1/27/2013 0:00,Pinnacle,,,0,0,0,,0,0,0,0, , , 
1/27/2013 0:00,Tabular,,iPad,3409,2773,0,,416,440,5,3,0,0.122029921,0.129070109
1/27/2013 0:00,Pinnacle,1,Windows,5,3,2,406,1,3,10,13,0.4,0.2,0.6
1/27/2013 0:00,Botly,0,Android,22,21,22,2659,0,22,7,3,1,0,1
1/27/2013 0:00,Acme,,,9,9,0,,9,0,4,3,0,1,0
1/27/2013 0:00,Acme,,iPad,19618,15297,0,,6602,918,35539,69725,0,0.336527679,0.046793761
1/27/2013 0:00,Pinnacle,0,iPad,27,25,2,967,7,7,60,105,0.074074074,0.259259259,0.259259259
1/27/2013 0:00,Botly,1,Android,8,7,8,919,0,8,1,0,1,0,1
1/27/2013 0:00,Pinnacle,1,Macintosh,5,2,2,346,2,2,8,11,0.4,0.4,0.4
1/27/2013 0:00,Acme,0,iPad,2535,1765,464,73900,454,862,10040,16872,0.183037475,0.179092702,0.340039448
1/27/2013 0:00,Sortly,,iPad,3,3,0,,2,0,6,5,0,0.666666667,0
1/27/2013 0:00,Sortly,1,iPhone,36,26,14,1444,13,17,50,51,0.388888889,0.361111111,0.472222222
1/27/2013 0:00,Pinnacle,1,iPad,5,2,1,355,1,2,6,8,0.2,0.2,0.4
1/27/2013 0:00,Pinnacle,,iPad,487,403,0,,215,13,634,978,0,0.441478439,0.026694045
1/28/2013 0:00,Tabular,,iPad,2358,1966,0,,301,289,2,2,0,0.127650551,0.122561493
1/28/2013 0:00,Sortly,,Linux,0,0,0,,0,0,0,0, , , 
1/28/2013 0:00,Widgetry,0,iPhone,115,111,115,14907,0,115,1532,1231,1,0,1
1/28/2013 0:00,Pinnacle,,Linux,9,8,0,,7,0,4,5,0,0.777777778,0
1/28/2013 0:00,Pinnacle,1,Android,0,0,0,,0,0,0,0, , , 
1/28/2013 0:00,Sortly,0,Other,145,123,26,3499,37,52,420,493,0.179310345,0.255172414,0.35862069
1/28/2013 0:00,Acme,,iPad,14340,11317,0,,5026,653,24674,47846,0,0.350488145,0.04553696
1/28/2013 0:00,Acme,1,Windows,972,561,565,64268,156,654,3494,6318,0.58127572,0.160493827,0.672839506
1/28/2013 0:00,Pinnacle,0,Other,0,0,0,,0,0,0,0, , , 
1/28/2013 0:00,Sortly,0,iPhone,353,285,27,3188,104,71,450,500,0.076487252,0.294617564,0.201133144
1/28/2013 0:00,Acme,0,Other,53,38,6,941,9,15,184,395,0.113207547,0.169811321,0.283018868
1/28/2013 0:00,Acme,,SymbianOS,3,2,0,,1,0,1,2,0,0.333333333,0
1/28/2013 0:00,Acme,1,Other,8,5,3,301,1,5,21,39,0.375,0.125,0.625
1/28/2013 0:00,Acme,0,Android,268,201,22,2750,51,53,711,1548,0.082089552,0.190298507,0.197761194
1/28/2013 0:00,Acme,1,BlackBerry,0,0,0,,0,0,0,0, , , 
1/28/2013 0:00,Tabular,1,iPad,13,12,13,1853,0,13,0,0,1,0,1
1/28/2013 0:00,Acme,,Other,5430,4744,0,,4710,19,3886,7504,0,0.867403315,0.003499079
1/28/2013 0:00,Pinnacle,1,Macintosh,5,3,2,513,1,3,8,16,0.4,0.2,0.6
1/28/2013 0:00,Sortly,,iPad,3,2,0,,2,0,5,3,0,0.666666667,0
1/28/2013 0:00,Acme,1,iPhone,16,14,10,1161,1,12,35,38,0.625,0.0625,0.75
1/28/2013 0:00,Pinnacle,0,iPad,18,15,2,813,4,6,47,80,0.111111111,0.222222222,0.333333333
1/28/2013 0:00,Acme,0,iPad,2151,1511,352,55957,392,659,7533,12394,0.163644816,0.182240818,0.306369131
1/28/2013 0:00,Acme,1,iPad,169,98,95,11289,25,113,643,940,0.562130178,0.147928994,0.668639053
1/28/2013 0:00,Pinnacle,0,Android,2,1,0,17,1,1,2,4,0,0.5,0.5
1/28/2013 0:00,Pinnacle,,iPhone,255,222,0,,141,3,240,264,0,0.552941176,0.011764706
1/28/2013 0:00,Acme,,iPhone,6335,5965,0,,2531,128,5125,8419,0,0.39952644,0.020205209
1/28/2013 0:00,Pinnacle,,Android,80,59,0,,45,1,83,109,0,0.5625,0.0125
1/28/2013 0:00,Pinnacle,0,Linux,1,0,0,,0,0,1,1,0,0,0
1/28/2013 0:00,Tabular,0,iPad,127,121,127,20587,0,127,0,0,1,0,1
1/28/2013 0:00,Pinnacle,,iPad,318,268,0,,142,10,385,634,0,0.446540881,0.031446541
1/28/2013 0:00,Sortly,0,BlackBerry,0,0,0,,0,0,0,0, , , 
1/28/2013 0:00,Acme,,Linux,1174,1088,0,,939,13,1281,1763,0,0.799829642,0.011073254
1/28/2013 0:00,Sortly,,iPhone,2731,2356,0,,1208,117,4030,5710,0,0.442328817,0.04284145
1/28/2013 0:00,Acme,,BlackBerry,128,108,0,,68,1,112,198,0,0.53125,0.0078125
1/28/2013 0:00,Acme,,,45,45,0,,45,0,13,15,0,1,0
1/28/2013 0:00,Pinnacle,,,1,1,0,,1,0,0,0,0,1,0
1/28/2013 0:00,Pinnacle,,BlackBerry,4,3,0,,3,0,6,4,0,0.75,0
1/28/2013 0:00,Sortly,,Macintosh,1,1,0,,1,0,1,1,0,1,0
